SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
uglify-js.js~667027-667047:46-21,uglify-js.js~660081-660088:14-9,1812,149,49,:anonymous,add,benchmarks/uglify-js.js~667030:32514794-32514829,
uglify-js.js~661774-661785:9-9,uglify-js.js~661439-661449:9-9,35,71,114,if_,next,benchmarks/uglify-js.js~661777:32289487-32289492,
uglify-js.js~666067-666074:32-13,uglify-js.js~666031-666033:13-13,8520,78,40,:anonymous,is_strict,benchmarks/uglify-js.js~666069:32471979-32471999,
<builtin>~1-1:1-1,uglify-js.js~197123-197129:28-5,77,12,41,Function.prototype.call,attempt,<builtin>~1:0,
uglify-js.js~667534-667544:29-13,uglify-js.js~666758-666760:26-13,1422,132,41,:anonymous,:anonymous,benchmarks/uglify-js.js~667536:32540538-32540570,
uglify-js.js~664916-664961:9-9,<builtin>~1-1:1-1,48,240,7,make_node_from_constant,isFinite,benchmarks/uglify-js.js~664925:32411894-32411906,
uglify-js.js~663845-663861:26-9,uglify-js.js~663304-663309:9-9,516,117,36,:anonymous,with_parens,benchmarks/uglify-js.js~663848-663850:32367038-32367129,
uglify-js.js~179733-179748:5-5,uglify-js.js~187049-187091:7-7,2,74,283,setOptions,wrapper,benchmarks/uglify-js.js~179734:6941740-6941757,
uglify-js.js~663862-663877:30-9,uglify-js.js~663251-663253:13-9,18,77,10,:anonymous,:anonymous,benchmarks/uglify-js.js~663864:32367669-32367682,
uglify-js.js~664020-664027:35-9,uglify-js.js~663251-663253:13-9,1464,136,10,:anonymous,:anonymous,benchmarks/uglify-js.js~664024:32373828-32373841,
uglify-js.js~660630-660634:16-9,uglify-js.js~660840-660850:17-9,14161,30,87,_walk,_visit,benchmarks/uglify-js.js~660631-660633:32236236-32236331,
uglify-js.js~195209-195211:5-5,uglify-js.js~193208-193210:5-5,231,28,34,keysIn,isArrayLike,benchmarks/uglify-js.js~195210:7430737-7430755,
uglify-js.js~665899-665974:13-13,<builtin>~1-1:1-1,7122,504,18,join_consecutive_vars,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~665904:32463797-32463827,
uglify-js.js~660437-660439:55-13,uglify-js.js~660663-660669:16-9,1852,28,30,:anonymous,_walk,benchmarks/uglify-js.js~660438:32228472-32228496,
uglify-js.js~667773-667904:21-9,uglify-js.js~666916-666918:9-9,396,1038,25,:anonymous,aborts,benchmarks/uglify-js.js~667894:32559060-32559083,
uglify-js.js~666758-666760:26-13,uglify-js.js~666758-666760:26-13,72,49,49,:anonymous,:anonymous,benchmarks/uglify-js.js~666759:32502089-32502132,
uglify-js.js~196740-196743:28-7,lodash.templateSources[98]~1-21:1-2,1,51,10,result,:program,benchmarks/uglify-js.js~196741:7480055-7480107,
uglify-js.js~664696-664706:28-13,uglify-js.js~660207-660209:15-9,5,86,22,:anonymous,walk,benchmarks/uglify-js.js~664697:32402643-32402668,
uglify-js.js~669179-669192:27-9,uglify-js.js~664902-664909:9-9,6,137,116,:anonymous,make_node,benchmarks/uglify-js.js~669188-669190:32624872-32624948,
uglify-js.js~663525-663530:13-13,uglify-js.js~663862-663877:30-9,18,50,94,doit,:anonymous,benchmarks/uglify-js.js~663528:32354339-32354361,
uglify-js.js~664147-664153:9-9,uglify-js.js~663518-663541:37-9,384,66,157,force_statement,:anonymous,benchmarks/uglify-js.js~664151:32379118-32379135,
uglify-js.js~666085-666087:29-13,uglify-js.js~666088-666090:34-13,6,82,40,:anonymous,:anonymous,benchmarks/uglify-js.js~666086:32472873-32472895,
uglify-js.js~669034-669153:28-9,<builtin>~1-1:1-1,360,807,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~669073:32619236-32619261,
uglify-js.js~660609-660613:16-9,uglify-js.js~660840-660850:17-9,19000,30,87,_walk,_visit,benchmarks/uglify-js.js~660610-660612:32235421-32235516,
uglify-js.js~667713-667725:13-13,uglify-js.js~664978-664984:9-9,6,104,57,drop_it,as_statement_array,benchmarks/uglify-js.js~667714:32549806-32549829,
